id,sequence
1917,"5V]q$nFk""Q=Ud08p<x0&'&J)?50B~q%B"
1918,"MW<C0,n|2=RPJ-{EtF.AJ#Rbr5_l68Z+"
1919,)(~<+RR)Y\fG6c>9%HdvRzvO4_:!Bq?I
1920,jB@:o=*R|91TN>'DpvS*Ls/Ie!h*3+r[
1921,"dzcy`6x!\~EET2Ab""""\,)O58H31jsLt^"
1922,OdED?:j0.OitFN5CV}kZIj#R-yY-]KYO
1923,"s""g|7xEBh@""v3=$3E~49lR[Z^h/u(6nF"
1924,jXgXwW6{ydr(KCKQ66(8G1-E86R2<OiZ
1925,"@m#4[""x7CfH""HsM29?X|+[e6df*!|jR["
1926,"svTk*0&sXOJ+$CV9P4pR,&t\MPx]JBHh"
1927,"6YK&x7gS=XTfwjf!/""yew3&aWQGAE:y9"
1928,"Gh,9_CJYq""""}0#ZlMR{eHo:D65.T$Yyy"
1929,nw8Bl3`jV~i]!/]tD3]M6=jx\`UZO(Xp
1930,"g!b6,B^L#q6A,%PfFgxDgP=48(>5kK]j"
1931,"4_$nR%fbzByy%#Lo0CVO%q#YuY=""!-Y$"
1932,"1_sk,2GMe@buAhY_+,8Thk[/PSj].?*}"
1933,<@K%8eIyl:U@bX%rAHhVroO!lRiH1Z=p
1934,"5#QL8&9pXD,\UMi\AusiugRU+NI>8>R6"
1935,5[49/D1H&x?)K[dP@7Gv^RP}iPpx;#sM
1936,"KyRl,9&bcB[`&3+DcM@4,xzu20=b>7!y"
1937,I7zN*BS:[p1y&oN9/.bpCsrm$ngG5X8Y
1938,}oyQ%al{3_[9T//2tvo#[}>o~sK&N+:q
1939,",OF3(ep!fq~uT//4m%B-g]qqf>LJ,fV>"
1940,VdI-xN[s@lwq>&s!`)>Qq3?V\LLQ8dH?
1941,m8ELUV14CJ9]_!5uUD{-7+-ef[c2RzK>
1942,'U-=7osfDii-sX4qe%pG&k|E|Yw/X/L&
1943,"R[Uj,lv(:Il9xz/OD!^?F?i)u5`~rpC,"
1944,")i32]Gsf1izX/tXB,yV>10^B_k{CaBOi"
1945,cP^2|Us.`Xy%HHWi\+jh+e[FF-d#O>0a
1946,"B-0;{k&k58@kSP5@??I&7kaW=r,?&{Ki"
1947,"oRyqqsfOOCbw]BOf5B#'YKC\,KMI-juu"
1948,?d[uHC'5(0DHKwKgnC5%A.(%;D3s&h6h
1949,"-@w1Amq\>gKMO{4+>aV`(=!?2\w!kz,@"
1950,_gnH^us&njhS:da3hgDj7{3O#yf4\n]o
1951,-AsXhn-q;37u.6HlHrNOHI!rBDD/_AJD
1952,"&{qsHlNlV_pOy{p^P3(""}ZtD5ev5d$H~"
1953,OJWx&d44?U)#kS;.?jd0mq`ajyLT|Jvb
1954,|'f\|G!M1Kd}fEy|R20Oi\EBwt\_iW4Z
1955,D:71eW$u}v02b{n`7|^Tkfm+bEFLE^{Z
1956,i6B@9M(DdRYbN3!8`cB5id#&FoKDc<s}
1957,e-jZzN/Iw.r-#9\jO'p.]Z4msODoN<{0
1958,d[g#jb@mI8jX>$MSxO.67f5ISY7%%ZY^
1959,"VrO9?zVi62""l|L""B#O[m%Wu<rdiOy=s~"
1960,hKu4Gj`3LTDy;nDB'4$:dN2X<T(wE+s&
1961,"~*?GipHJ3)>71K,wy!vhU^gPps*/i~\B"
1962,5;br#b3(Y&dn2M\j77WnfDl?1swR0Kw6
1963,"<KbVZ\He""8"",8m1~q,CGX*KWK2+^lOut"
1964,"u*yk3"")&l{HDrwdm:[dX|'kj)k1!je8M"
1965,Ura+rK!.$[^\XsOC/R^61d4HkKxJ!x_w
1966,:-9h;WU[1xK&/a#/vV%Qx$#'4#k9CZ0^
1967,"#j>l\BXz5M3)Gl""jIg6(_X(vWS5x,B/("
1968,4HI4)\GN0#_/A}(.)@^|8l5nVIos5Hp!
1969,*$a/\24$m9h}xr$a\)]|F@ankG-61yBk
1970,"?I,ZA+AMK@~;@Lw]s6>Q}ZdO)go$za{F"
1971,L%o{'jhxtLSt/RnLV>Z2&\558kV0o}M+
1972,"b^i.;Xv~P8)#jB?88LT:_bBSsA5a""uf'"
1973,<`Peos!VKUBTRSt@n9{Tb$~(Zw;j$_]y
1974,Lgng+L85T(5aQWYyEzLfNZh>kBs=4zcT
1975,"*``F]""PDOo!CwcbVT\baDX\/~s9lY^aP"
1976,Gee7l8rd9CFdG{;voe6Sw<zcL;<n!2cQ
1977,gFZ(%.0_[B[_t~kj}sp(9?wxC7uj1e7]
1978,Wa(`gvV]/Q=B'\}Hjy+9h;(O#GJ`pl1.
1979,Xu)e2;>fqH$^BH$^0]pCa#v{:#A3S9g(
1980,*L%O./lpI&T[tJz7tWWZ6R&jwXnMJDTu
1981,"14c:wTcK1`+g9Myl8k""M7zR6)L@M=A7d"
1982,NYTH!k2LY\jU*2__!G<$xmbbS5SQ|}(r
1983,"afwxF>Q@""peh}DRfnYKtVBS&Z+JY^##`"
1984,>cmh8zH<mOON5Lt]nNK't-;XtcWZ)-U9
1985,rAu<KeB6hY@7_PbO#cTq4D^uckL+mCT@
1986,l3POzYC}:tk1PC9pYNox]~+s.Oh}lq2X
1987,"R\pYt',7cF6.}da{O;H>/>:z]V`]gl%z"
1988,"93S%e3FLR,{o<{<S|WMt!z:Z{@.MRk,G"
1989,5M/.+~Hw6@!jny[jVb+=Z}IQ0b;1cj{U
1990,87'/4YoO(yAT.#!46F?xC:Pd~nxr1w^\
1991,"CG=S%U%gnm(Hra$L;]trFY,QlmCJF9aX"
1992,$[0Z@_9lqjDvTcgaH!l7E;Vu*xl}|Od]
1993,"ai_`3b8;3+""-ma*+_Z{amPb{ju""j${U1"
1994,"@6G6b|NOkA6NIoa9R}HMZe$,&!:uS@2O"
1995,5$D.00:Qo]y7q]>z0YY9n#&(3wt@2.'z
1996,"fMHO=X7kd,}08Y!g'-[4sz-$]0)-""bL0"
1997,vGy-GJmOmC#gj.w{+eN|A|Kt|e@$83D@
1998,"k4~Dz1)=c3$/F]~_e9V{'""\[viX~*6rv"
1999,8Y~Fea:_DIn9{2~^C$GPzPi(2{{T/&6u
